"V1","V2"
"1_Insulator","1.24040299820957"
"2_Intergenic","1.13703904695454"
"3_Heterochromatin","1.8032823735392"
"4_Enhancer","2.58544402190811"
"5_RepressedChromatin","1.24890180998175"
"6_BivalentChromatin","1.39623935053968"
"7_ActivePromoter","1.70700557580288"
"8_StrongEnhancer","2.37780354360665"
"9_TranscriptionTransition","2.08681135225376"
"10_TranscriptionElongation","1.58045660894883"
"11_WeakEnhancer","2.37846795973484"
